candidate_id,full_name,email,phone,age,graduation_year,institute,degree,major,current_city,applied_role,current_title,career_path,total_experience,num_employers,company_type,company_size,skills,certifications,technical_assessment,aptitude_score,last_rating,kpi_met,awards,trainings_last_year,training_hours,recruitment_channel,last_job_change,currently_enrolled,overtime_history,current_ctc,expected_ctc,notice_period,recruiter_note,post_hire_score
CH-RZEXAF,Prashansa Giri,prashansa.giri23@rediffmail.com,+91 9535351953,34,2013,National Institute of Technology Tiruchirappalli,B.E.,STEM,Kochi,QA Automation Engineer,Tech Lead,Junior QA Engineer (4.9 yrs) -> Associate QA Engineer (4.4 yrs) -> QA Engineer II (0.8 yrs) -> Lead QA Engineer (2.0 yrs),12.1,2,,,Selenium WebDriver | GitHub Actions | Java | FastAPI | Structured Query Language,,38,2.9/10,3,No,-,2,91,Job Portal,2,Full time course,No,"₹30,56,000",39.7 LPA,2 months,,62.9
CH-Z0OSCA,Ravi Joshi,ravi.joshi238@gmail.com,+91 7458767967,31,2022,Goa University,Bachelor of Technology,STEM,Hyderabad,Data Scientist,Associate Data Scientist,Associate Data Scientist [49 mo],4.0 years,1,Pvt Ltd,100-500,"split testing,pandas,Scikit Learn",Azure Fundamentals,34,6.6,4,0,0,1,72,Job Portal,1,no_enrollment,Yes,10.0 LPA,"₹13,04,000",1 month,,76.1
CH-7ZG8TI,Dayashankar Meena,dayashankar.meena840@gmail.com,+91 6604710171,29,2023,Pondicherry University,BE,STEM,Hyderabad,Frontend Engineer,Associate Frontend Engineer,Apprentice [19 mo] > Trainee Frontend Engineer [16 mo],2.9,4,Pvt Ltd,10/49,"TypeScript,graphql,fastapi,SCSS,javascript,PYTHON,html,PyTorch",Google Professional Data Engineer; NPTEL DSA (Elite),39.0 %,3.8,3/5,yes,0,2,65,Campus,1,Full time course,No,8.5 LPA,11.1 LPA,60 days,Communication in the panel round was unclear.,56.7
CH-4DC534,Anirudh Thakkar,anirudh.thakkar355@gmail.com,+91 7290382308,30,2019,Jadavpur University,Btech,STEM,Pune,Backend Engineer,Software Engineer III,Intern (1.4 yrs) > Software Engineer (1.7 yrs) > Software Engineer (1.1 yrs) > Senior Software Engineer (1.7 yrs) > Senior Software Engineer (1.1 yrs),7.1 yrs,1,,,selenium | microservice architecture | react-native | CPP | Java 8 | postgres | API design | T-SQL | Python | Google Cloud,,,4.2/10,4,Y,0,1,33,Job Portal,,Part time course,No,29.97L,38.47L,Serving notice - 15 days,Enquired about ESOPs.,41.0
CH-TIH9X8,Snehlata Kamble,snehlata.kamble733@outlook.com,+91 8217370299,26,2024,Indian Institute of Technology Guwahati,BCA,,Madras,DevOps / SRE,Apprentice,Apprentice (0.9y),10 months,1,,,azure | kubernetes | Git | TensorFlow | Dockerization | aws | Linux,Scrum Master (CSM); Google Professional Data Engineer; TensorFlow Developer; Databricks Associate,34,2.6,4/5,No,0,5,12,Referral,never,Full time course,No,7.4 LPA,INR 12.8 lakh,30 days,Communication in the panel round was unclear. Currently exploring 2-3 other offers.,14.3
CH-0Y3Y47,Sumukhi Sagar,sumukhi.sagar49@outlook.com,+91 9685092292,33,2016,Maharshi Dayanand Sarswati University Ajmer,BCA,STEM,Calcutta,Full Stack Engineer,Senior Full Stack Developer,Trainee Full Stack Developer (4.6 yrs) | Full Stack Developer I (3.2 yrs) | Sr. Full Stack Developer (1.1 yrs),8+ yrs,1,Pvt Ltd,500-999,Computer Vision; rest api; fastapi; flutter; JS,,0.82,8.5,Exceeds Expectations,No,None,1,108,Direct,>4,no_enrollment,No,"₹38,29,000",43.1 LPA,30 days,Has a pre-planned vacation next month.,71.0
CH-E1D8DP,Tanvi Runthla,tanvi.runthla22@rediffmail.com,+91 7956532788,34,2014,Gauhati University,Btech,STEM,Pune,Product Analyst,Senior Product Analyst,Associate Product Analyst (1.0 yrs) | Product Analyst III (5.7 yrs) | Product Analyst III (2.2 yrs),107 months,1,Pvt Ltd,1000-4999,tensorflow | NLP | google cloud platform | ML Ops | python 3,Oracle Java SE,51,4.3,Outstanding,Y,0,1,78,Job Portal,>4,no_enrollment,No,2546000,4097000,1 month,,27.1
CH-42HQD9,Abhigyan Runthla,abhigyan.runthla57@outlook.com,+91 8760148195,51,1999,KIET Group of Institutions,BE,STEM,Delhi NCR,QA Automation Engineer,Head of Quality,"QA Engineer Intern (3.3 yrs) → Junior QA Engineer (2.5 yrs) → Junior QA Engineer (1.5 yrs) → Sr. QA Engineer (5.0 yrs) → Quality Manager (3.4 yrs) → Principal QA Engineer (2.8 yrs) → Principal QA Engineer (5.7 yrs) → Quality Manager (1.1 yrs) → Head of Quality (0.6 yrs) → Director, Quality (0.6 yrs)",>20,8,,,GitHub Actions; SQL; cypress; Kotlin,Azure Fundamentals; ISTQB Foundation,25,3.1,2,No,0,1,31,LinkedIn,>4,no_enrollment,Yes,61.31L,88.2 LPA,Available now,Has a pre-planned vacation next month.,43.4
CH-Q0M708,Amish Didwania,amish.didwania583@outlook.com,+91 7221770126,30,2022,"ICFAI University, Dehradun",Btech,,Visakhapatnam,QA Automation Engineer,Junior QA Engineer,Junior QA Engineer (1.9y),1.9 years,1,,,ES6,AWS Certified Solutions Architect; PMP,50,6.6,3,N,0,1,49,Job Portal,never,,No,6.9 LPA,853000,15 days,Owned production incidents end-to-end during on-call rotations. Asked about relocation support.,33.8
CH-6JQ1JO,Kalyani Tiwari,kalyani.tiwari713@hotmail.com,+91 7303808558,37,2011,Karunya Institute Of Technology,Bachelor of Technology,STEM,Jaipur,Backend Engineer,Sr. Software Engineer,Trainee Software Engineer (3.2y) | Trainee Software Engineer (1.5y) | Software Engineer I (3.5y) | Senior Software Engineer (3.6y),>20,4,Pvt Ltd,50-99,excel | google cloud platform | Structured Query Language | python 3 | Java | RESTful services | Postgre SQL | linux | Microservices,ISTQB Foundation,87,7.4,5,FALSE,-,1,70,Job Portal,1,no_enrollment,No,25.9 lpa,36.5 LPA,60 days,Led the migration of a legacy monolith to services. Consistently delivered ahead of sprint commitments.,0.0
CH-GVRE1N,Padmavati Chaubey,padmavati.chaubey542@outlook.com,+91 7463385553,35,2012,"Global Open University , Nagaland",Diploma,STEM,Calcutta,Backend Engineer,Staff Software Engineer,Junior Software Engineer (1.9y) → Software Engineer I (0.8y) → Junior Software Engineer (2.3y) → Sr. Software Engineer (0.9y) → Tech Lead (3.7y) → Software Engineer Lead (0.4y),120 months,4,Pvt Ltd,10/49,REST APIs; psql; Angular; sql; Java 8; spring; MSA; Python,CKA; Google Professional Data Engineer,51,5.0,5,N,-,1,21,Walk-in,>4,no_enrollment,No,37.0 LPA,4643000,1 month,Plays in a local cricket league. Consistently delivered ahead of sprint commitments.,48.4
CH-7PTCZU,Jayprakash Deo,jayprakash.deo546@yahoo.co.in,+91 9631818421,35,2024,Manipal Institute of Technology,Diploma,,Pune,Frontend Engineer,Frontend Engineer Intern,Apprentice (7.6y),Fresher,1,,,"react js,graphql,ES6,TypeScript,react-native,SpringBoot,angular,css,html",,94,5.3,4,N,None,1,33,Campus,1,no_enrollment,No,4.16L,INR 5.3 lakh,45 days,Hiring manager flagged excellent system-design round. Consistently delivered ahead of sprint commitments.,12.1
CH-4H55BY,Kaushik Dhanuka,kaushik.dhanuka502@outlook.com,+91 6864037687,34,2016,Charotar University of Science and Technology,BCA,STEM,Kochi,QA Automation Engineer,Tech Lead,QA Engineer I (3.8 yrs) → Junior QA Engineer (2.6 yrs) → Lead QA Engineer (2.4 yrs) → QA Engineer Lead (0.6 yrs),9.3,4,Pvt Ltd,1000-4999,Cypress | Excel | flask | Redis | postgres | HTML5 | Java 8 | Structured Query Language,Databricks Associate; Google Professional Data Engineer,31,3.5/10,1,FALSE,-,1,18,Employee Referral,2,no_enrollment,Yes,31.65L,INR 32.2 lakh,2 months,Interested in the Bengaluru office.,7.5
CH-X3JYTX,Dhananjay Gurjar,dhananjay.gurjar704@yahoo.co.in,+91 6335340180,39,2016,IIT Delhi,BE,STEM,Gurgaon,Data Scientist,Senior Data Scientist,Junior Data Scientist [69 mo] -> Sr. Data Scientist [40 mo] -> Sr. Data Scientist [8 mo],9.8 yrs,1,Pvt Ltd,10/49,"hypothesis testing, numpy, Spark, scikit-learn, tensorflow, Apache Airflow, python 3",,84,7.3,3,N,-,1,101,Sourcing,4,no_enrollment,No,"₹28,92,000","₹27,62,000",15 days,Enquired about ESOPs.,80.0
CH-ECUGK7,Gautam Nautiyal,gautam.nautiyal229@rediffmail.com,+91 8201137320,36,2014,Indian Institute of Information Technology Allahabad,MBA,STEM,Kochi,Frontend Engineer,Frontend Engineer Lead,Associate Frontend Engineer [44 mo] > Senior Frontend Engineer [26 mo] > Tech Lead [53 mo] > Frontend Engineer Lead [14 mo],137 months,4,Pvt Ltd,50-99,GraphQL | CSS | Docker | TypeScript | FastAPI,NPTEL DSA (Elite),80,9.2,4,1,0,1,150,Campus,1,no_enrollment,Yes,37.5 LPA,INR 56.1 lakh,Available now,Prefers hybrid work.,71.0
CH-H2MILF,Aishwaran Tanwar,aishwaran.tanwar619@yahoo.co.in,+91 8500947788,38,2017,NorthCap University,BCA,STEM,Vadodara,DevOps / SRE,Senior DevOps Engineer,Junior DevOps Engineer [67 mo] | DevOps Engineer I [9 mo] | Senior DevOps Engineer [32 mo],108 months,1,,,"Dockerization, golang, AWS",,47,5.9,5.0,yes,-,1,55,Referral,2,no_enrollment,No,22.1 lpa,"₹29,99,000",30 days,Struggled with the debugging exercise.,50.6
CH-LO28D9,Avnish Sawant,avnish.sawant427@yahoo.co.in,+91 6948214939,36,2017,Anna University,B.Sc,STEM,Gurugram,QA Automation Engineer,QA Engineer III,Associate QA Engineer [31 mo] → Sr. QA Engineer [10 mo] → Senior QA Engineer [63 mo],8.7 years,4,Pvt Ltd,10000+,ci-cd; T-SQL; JAVA; Selenium; Python3; cypress,AWS Certified Solutions Architect,81,9.0,4/5,1,0,2,3,Walk-in,1,no_enrollment,No,"₹35,98,000",48.0 LPA,1 month,,71.9
CH-EYQPQ3,Dharam Srivatsa,dharam.srivatsa787@gmail.com,+91 8666420744,31,2015,Parul University,B.E.,STEM,Gurgaon,Full Stack Engineer,Full Stack Developer III,Junior Full Stack Developer [29 mo] → Trainee Full Stack Developer [45 mo] → Full Stack Developer I [18 mo] → Senior Full Stack Developer [4 mo],7+ yrs,2,Pvt Ltd,5000-9999,"MS Excel, Structured Query Language, Golang, containers (docker)",Google Professional Data Engineer; Coursera ML Specialization,42,7.8,5,TRUE,0,1,10,Job Portal,2,no_enrollment,No,18.1 lpa,24.2 LPA,Available now,,66.4
CH-4OHYGY,Neeta Chandravanshi,neeta.chandravanshi33@gmail.com,+91 7663464786,31,2025,Indian Institute of Technology Kharagpur,B.Tech,Arts,Chennai,Backend Engineer,Intern,Apprentice [7 mo],Fresher,1,NGO,50-99,RN | rest api | EKS/GKE | GitHub | Postgre SQL | python 3,,72,9.4,3/5,No,None,2,13,LinkedIn,1,no_enrollment,Yes,INR 4.1 lakh,6.0 lpa,1 month,,54.9
CH-CPN7ON,Atul Mantri,atul.mantri44@rediffmail.com,+91 7248864817,41,2011,"NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA, SURATHKAL",Master of Technology,STEM,Kochi,QA Automation Engineer,Senior QA Engineer,Associate QA Engineer [34 mo] -> Trainee QA Engineer [58 mo] -> QA Engineer III [16 mo],9.0 years,9,Pvt Ltd,10/49,"GitHub Actions,JAVA,cypress,T-SQL,CSS3,Selenium,PYTHON",NPTEL DSA (Elite); PMP; Databricks Associate,90,6.5,5,No,0,1,50,Campus,2,no_enrollment,No,2571000,26.47L,30 days,,75.9
CH-PREMAA,Sheshnath Gurjar,sheshnath.gurjar286@yahoo.co.in,+91 6506234434,40,2011,Indian Institute of Technology Bombay,M.Tech,STEM,Noida,Frontend Engineer,Lead Frontend Engineer,Associate Frontend Engineer (1.4 yrs) -> Trainee (1.7 yrs) -> Frontend Engineer (6.5 yrs) -> Frontend Engineer III (1.3 yrs) -> Lead Frontend Engineer (2.8 yrs),13.7,3,Pvt Ltd,50-99,"ES6, CSS3, html, graphql, TypeScript, React.js",Google Professional Data Engineer,65,4.5,4,Yes,0,1,18,LinkedIn,3,no_enrollment,No,27.9 LPA,36.77L,1 month,Interested in the Bengaluru office. Shipped a feature used by 1M+ users.,61.9
CH-QH34ZG,Atulanand Negi,atulanand.negi439@hotmail.com,+91 8937269643,31,2021,Indian Institute of Technology Madras,BE,STEM,Madras,Frontend Engineer,Frontend Engineer,Trainee Frontend Engineer [22 mo] -> Frontend Engineer [33 mo],4.6,1,Pvt Ltd,500-999,HTML5 | TS | Structured Query Language | GraphQL | javascript | SCSS,,91,7.3,3,Yes,0,1,58,Direct,1,no_enrollment,No,17.01L,21.58L,1 month,Needed frequent guidance during design discussions. Interested in the Bengaluru office.,90.0
CH-69NXGJ,Palak Bahl,palak.bahl905@yahoo.co.in,+91 7702487542,28,2018,Satavahana University,Bachelor of Technology,STEM,Visakhapatnam,Full Stack Engineer,Full Stack Developer,Intern [13 mo] -> Full Stack Developer Intern [14 mo] -> Full Stack Developer II [18 mo],3+ yrs,1,Public Sector,100-500,"Swift,Dart/Flutter,Linux,azure,version control,microservice architecture",,45,5.1,4,No,0,1,16,LinkedIn,1,no_enrollment,No,"$17,927","₹15,99,000",Available now,Owned production incidents end-to-end during on-call rotations. Interested in the Bengaluru office.,46.4
CH-5HF8SG,Ganesh Sahani,ganesh.sahani121@gmail.com,+91 6490911274,51,1996,University of Burdwan,Bachelor of Technology,STEM,Gurugram,QA Automation Engineer,VP Quality,Junior QA Engineer [61 mo] | QA Engineer [51 mo] | QA Engineer [34 mo] | QA Engineer III [40 mo] | Senior QA Engineer [9 mo] | Staff QA Engineer [20 mo] | VP Quality [110 mo],41 years,4,,,docker | PYTHON | angular | Selenium | T-SQL | version control | ci-cd | JAVA | Hadoop | cypress,Oracle Java SE,99,6.7,,N,-,1,45,Direct,>4,no_enrollment,Yes,56.0 LPA,"₹76,75,000",0 days,Mentored two junior engineers; strong communicator. Consistently delivered ahead of sprint commitments.,0.0
CH-CNH0MG,Vedant Upadhyay,vedant.upadhyay531@hotmail.com,+91 6728216730,48,1999,"Shobhit University, Meerut",BCA,STEM,Madras,Mobile Engineer,VP Mobile,"Associate Mobile Developer (4.1y) | Mobile Developer (0.3y) | Mobile Developer (4.4y) | Mobile Manager (3.8y) | Head of Mobile (3.9y) | Director, Mobile (4.4y)",21 years,4,Pvt Ltd,1000-4999,android | html | REST APIs | RN,,38.0 %,4.6/10,3,TRUE,0,1,298,Referral,1,no_enrollment,Yes,39.1 LPA,78.4 LPA,1 month,Mentored two junior engineers; strong communicator. Hiring manager flagged excellent system-design round.,26.0
CH-12QPC5,Urshita Menon,urshita.menon322@yahoo.co.in,+91 9529069915,42,2004,Nagpur University,Btech,STEM,Gurugram,QA Automation Engineer,Principal QA Engineer,Associate QA Engineer [82 mo] -> Junior QA Engineer [15 mo] -> QA Engineer [28 mo] -> Lead QA Engineer [41 mo] -> Principal QA Engineer [29 mo],16.3,2,Pvt Ltd,<10,"Python,ci-cd,T-SQL,cypress,Java 8,C++,Selenium WebDriver",TensorFlow Developer,55,4.8,4,0,0,1,39,Campus,>4,no_enrollment,No,37.7 LPA,3835000,15 days,,25.4
CH-N46OY5,Aryan Shah,aryan.shah298@outlook.com,+91 6648228211,35,2020,"Indian Institute of Technology, Roorkee",Btech,STEM,Hyderabad,Data Scientist,Associate Data Scientist,Trainee Data Scientist (4.6 yrs),4.6 years,1,Public Sector,1000-4999,kafka | Pandas | sklearn | MLOps | tensorflow,ISTQB Foundation,43,6.0,Meets Expectations,Yes,0,1,39,Employee Referral,1,no_enrollment,No,7.70L,950000,30 days,Communication in the panel round was unclear.,45.3
CH-IQYTGF,Neelima Srivastava,neelima.srivastava601@yahoo.co.in,+91 9553431328,39,2009,Manipal Institute of Technology,Btech,STEM,Pune,Frontend Engineer,"Director, Engineering",Trainee Frontend Engineer (0.3y) -> Trainee Frontend Engineer (3.5y) -> Frontend Engineer (1.2y) -> Staff Frontend Engineer (3.4y) -> Engineering Manager (3.1y) -> VP Engineering (1.6y) -> Head of Engineering (3.8y),16.9 years,2,Pvt Ltd,100-500,"selenium, JS, Dart/Flutter",Coursera ML Specialization,47,,4,Y,None,1,103,Sourcing,>4,no_enrollment,No,51.4 LPA,"₹61,48,000",1 month,Prefers hybrid work.,57.0
CH-J64SVX,Sunidhi Sarkar,sunidhi.sarkar607@rediffmail.com,+91 7967961080,43,2007,"Indian Institute of Information Technology, Kota",MS,STEM,Hyderabad,Product Analyst,VP Product,"Trainee Product Analyst (1.7 yrs) → Associate Product Analyst (1.6 yrs) → Trainee Product Analyst (1.0 yrs) → Product Analyst I (2.5 yrs) → Senior Product Analyst (1.7 yrs) → Product Analyst Lead (1.7 yrs) → Principal Product Analyst (2.1 yrs) → Manager - Product (4.5 yrs) → Director, Product (1.6 yrs)",18.4 years,4,,,"AWS,CV (images),ML Ops,Structured Query Language,SCSS,tableau,Statistics",,41,58%,4.0,Yes,0,1,24,Referral,2,Full time course,No,43.4 LPA,60.7 LPA,Available now,Hiring manager flagged excellent system-design round. Prefers hybrid work. Mentored two junior engineers; strong communicator.,78.8
CH-76W4B8,Sohini Hatwal,sohini.hatwal714@hotmail.com,+91 8610454745,49,2000,Chitkara University,Bachelor of Technology,STEM,Pune,QA Automation Engineer,Associate QA Engineer,Apprentice [194 mo] -> Associate QA Engineer [105 mo],>20,5,Public Sector,10000+,Core Java,Coursera ML Specialization; TensorFlow Developer; Databricks Associate,37.0 %,4.4,Outstanding,no,0,1,11,Sourcing,>4,no_enrollment,Yes,"₹38,01,000","$50,509",30 days,,22.9
CH-K4GOCJ,Ankur Supriyo,ankur.supriyo553@hotmail.com,+91 6378475350,46,2002,IIT Bombay,M.Sc,STEM,Pune,Product Analyst,"Director, Product",Intern [34 mo] > Trainee [21 mo] > Intern [43 mo] > Junior Product Analyst [10 mo] > Associate Product Analyst [42 mo] > Staff Product Analyst [63 mo] > Principal Product Analyst [33 mo] > VP Product [37 mo],24 years,7,Pvt Ltd,<10,"MS Excel, K8s, MySQL, PANDAS, kafka",Databricks Associate,37,6.9,4,Yes,None,1,36,LinkedIn,>4,no_enrollment,No,47.27L,52.3 LPA,Serving notice - 15 days,Consistently delivered ahead of sprint commitments. Plays in a local cricket league. Handled 24x7 on-call for core APIs; led root-cause analysis for outages.,44.0
CH-JARN25,Saurav Kothari,saurav.kothari882@rediffmail.com,+91 8659749985,34,2019,Yashawantrao Chavan Maharashtra Open University,BE,STEM,Gurugram,DevOps / SRE,Trainee DevOps Engineer,DevOps Engineer Intern [13 mo] -> Associate DevOps Engineer [7 mo],1.6 yrs,1,,,"event streaming (Kafka), Bash/Linux, Android, Terraform, Go, Dockerization",Coursera ML Specialization,45,5.3,5,Y,0,1,45,Job Portal,1,no_enrollment,No,7.7 LPA,INR 9.3 lakh,1 month,Asked about relocation support.,45.0
CH-3HFWJW,Sunil Chakraborty,sunil.chakraborty105@outlook.com,+91 7575471580,33,2023,IIT Delhi,Btech,STEM,Patna,QA Automation Engineer,Trainee QA Engineer,Associate QA Engineer [11 mo] | QA Engineer I [9 mo],20 months,1,Funded Startup,,"containers (docker),Statistical Modelling,Jenkins,Python3,Selenium WebDriver,Golang,Java 8,cypress,Structured Query Language",CKA; Azure Fundamentals,47,3.7,3.0,N,0,1,7,Referral,1,,No,10.0 LPA,INR 15.0 lakh,60 days,Prefers hybrid work. Struggled with the debugging exercise.,31.8
CH-0SNZ7K,Anuja Atrey,anuja.atrey472@hotmail.com,+91 8281731468,41,2008,"Maharishi Dayanand University, Rohtak",BE,STEM,Pune,Data Engineer,Head of Data Platform,"Intern (2.4y) > Trainee Data Engineer (1.3y) > Trainee Data Engineer (0.9y) > Data Engineer (2.4y) > Data Engineer II (1.6y) > Senior Data Engineer (3.2y) > Staff Data Engineer (1.6y) > VP Data Platform (0.9y) > Director, Data Platform (2.5y)",16+ yrs,6,Funded Startup,50-99,PySpark; power bi; sql; python 3; event streaming (Kafka); Computer Vision; django; airflow,,82,67%,3,0,0,1,14,Sourcing,2,no_enrollment,No,42.15L,5.39 Cr,0 days,,52.8
CH-9GMRAQ,Praveen Dalal,praveen.dalal848@yahoo.co.in,+91 8927566674,41,2019,Indian Institute of Technology Delhi,MBA,STEM,Ranchi,Product Analyst,Product Analyst II,Associate Product Analyst [28 mo] | Product Analyst II [24 mo],52 months,5,,,Structured Query Language; Python3; tensorflow; MS Excel; Tableau,,44,5.5,3/5,Yes,None,1,19,Referral,2,no_enrollment,No,16.1 lpa,"₹21,19,000",60 days,,79.5
CH-ZM53SC,Bhawna Jain,bhawna.jain934@gmail.com,+91 9707542877,37,2020,Indian Institute of Technology Madras,Btech,,Pune,ML Engineer,ML Engineer,Junior ML Engineer [33 mo] > ML Engineer [30 mo],5+ yrs,4,,,"scikit-learn, python 3, Airflow",,46,4.2,5,1,None,1,160,LinkedIn,never,Part time course,No,1310000,19.2 LPA,0 days,,46.5
CH-PNOK3Q,Chandani Dhoundial,chandani.dhoundial134@hotmail.com,+91 7174352058,43,2006,"Maharaja Ganga Singh University, Bikaner",MS,STEM,Patna,QA Automation Engineer,"Director, Quality",QA Engineer Intern [70 mo] -> Apprentice [59 mo] -> Apprentice [27 mo] -> Associate QA Engineer [27 mo] -> Trainee QA Engineer [16 mo] -> QA Engineer [22 mo] -> QA Engineer III [10 mo] -> VP Quality [4 mo],235 months,7,Pvt Ltd,1000-4999,"TypeScript,React,MSA,Python3,sql",,53,4.5,Outstanding,Yes,None,2,24,Campus,1,no_enrollment,No,77.9 LPA,INR 107.8 lakh,1 month,Interested in the Bengaluru office.,34.9
CH-HMMNYA,Anubhav Lalwani,anubhav.lalwani600@hotmail.com,+91 7731472402,36,2010,Indian Institute of Technology Delhi,MS,STEM,Coimbatore,Product Analyst,Principal Product Analyst,Apprentice (2.6y) -> Product Analyst (1.5y) -> Product Analyst II (1.5y) -> Product Analyst (0.7y) -> Principal Product Analyst (2.4y) -> Product Manager (2.8y) -> Product Manager (2.9y),14.4 years,1,Pvt Ltd,,Tableau; A/B testing; Kafka; SciKit-Learn; PYTHON; Statistics,Databricks Associate,83,6.6,3/5,0,0,1,120,Walk-in,1,no_enrollment,No,"₹30,06,000","₹40,95,000",1 month,Enquired about ESOPs. Communication in the panel round was unclear.,62.1
CH-QP8AA6,Dayashankar Ambedkar,dayashankar.ambedkar725@rediffmail.com,+91 6692640364,34,2021,"Maharishi Dayanand University, Rohtak",Diploma,,Gurgaon,QA Automation Engineer,Associate QA Engineer,Trainee QA Engineer [31 mo],31 months,1,Public Sector,,"CICD, Python3, Flask, selenium, MySQL, Redis, nlp, cypress",NPTEL DSA (Elite); TensorFlow Developer; ISTQB Foundation; Google Professional Data Engineer,53,5.7,3,N,0,1,62,Sourcing,never,no_enrollment,No,INR 11.2 lakh,"₹11,30,000",30 days,,72.5
